,patent_no,url,title,issue_date,date,num_inventor,num_pc,num_npc,num_rb,num_class,num_le
874,5017293,https://www.google.com/patents/US5017293,Multi-pass blood washing and plasma removal device and method,5/21/91,21-May-91,2,7,0,6,14,14
875,5019350,https://www.google.com/patents/US5019350,Fluorescent polymers,5/28/91,28-May-91,2,18,4,61,18,9
876,5023085,https://www.google.com/patents/US5023085,Transdermal flux enhancers in combination with iontophoresis in topical administration of pharmaceuticals,6/11/91,11-Jun-91,2,7,5,70,39,5
877,5023258,https://www.google.com/patents/US5023258,Triazole antifungal agents,6/11/91,11-Jun-91,3,6,0,11,22,4
878,5024613,https://www.google.com/patents/US5024613,Blood recovery system and method,6/18/91,18-Jun-91,3,7,0,84,7,9
879,5026358,https://www.google.com/patents/US5026358,Drainage device,6/25/91,25-Jun-91,3,31,7,33,7,8
880,5026643,https://www.google.com/patents/US5026643,Fermentation process for the preparation of novel C.25 (substituted(2-propenyl) milbemycins,6/25/91,25-Jun-91,2,9,0,0,12,3
881,5026715,https://www.google.com/patents/US5026715,2-guanidino-4-arylthiazoles for treatment of peptic ulcers,6/25/91,25-Jun-91,3,9,6,2,18,4
882,5030452,https://www.google.com/patents/US5030452,Dispensing devices powered by lyotropic liquid crystals,7/9/91,9-Jul-91,1,39,10,22,12,4
883,5030654,https://www.google.com/patents/US5030654,Glutaramide diuretic agents,7/9/91,9-Jul-91,7,5,0,122,127,4
884,5032646,https://www.google.com/patents/US5032646,"(Meth)acrylic acid/itaconic acid copolymers, their preparation and use as antiscalants",7/16/91,16-Jul-91,1,7,2,7,12,3
885,5034376,https://www.google.com/patents/US5034376,Nor-statine and nor-cyclostatine polypeptides,7/23/91,23-Jul-91,3,2,0,25,27,3
886,5035700,https://www.google.com/patents/US5035700,Prosthetic knee joint with improved patellar component tracking,7/30/91,30-Jul-91,1,3,0,70,15,8
887,5036079,https://www.google.com/patents/US5036079,Hypoglycemic thiazolidinedione derivatives,7/30/91,30-Jul-91,3,8,2,41,17,4
888,5036088,https://www.google.com/patents/US5036088,"Antiallergy and antiinflammatory agents, compositions and use",7/30/91,30-Jul-91,4,0,0,55,28,3
889,5036099,https://www.google.com/patents/US5036099,"Anhydrous, crystalline sodium salt of 5-chloro-3-(2-thenoyl)-2-oxindole-1-carboxamide",7/30/91,30-Jul-91,2,3,0,20,25,3
890,5036104,https://www.google.com/patents/US5036104,Cycloalkyl-substituted glutaramide diuretic agents,7/30/91,30-Jul-91,2,1,0,0,69,3
891,5036155,https://www.google.com/patents/US5036155,Process for isopropyl 3S-amino-2R-hydroxy-alkanoates,7/30/91,30-Jul-91,1,4,19,0,40,4
892,5037423,https://www.google.com/patents/US5037423,Method and instrumentation for the replacement of a knee prosthesis,8/6/91,6-Aug-91,1,7,0,198,11,8
893,5037834,https://www.google.com/patents/US5037834,Heterocycylic-substituted quinoline-carboxylic acids,8/6/91,6-Aug-91,4,7,0,17,39,3
894,5037842,https://www.google.com/patents/US5037842,Oxa- and thiazolidinedione hypoglycemic and hypocholesterolemic agents,8/6/91,6-Aug-91,1,10,0,50,19,4
895,5037846,https://www.google.com/patents/US5037846,Indolyl-3 polyamines and their use as antagonists of excitatory amino acid neurotransmitters,8/6/91,6-Aug-91,2,3,0,27,12,5
896,5039672,https://www.google.com/patents/US5039672,Heterocyclic compounds as aldose reductase inhibitors,8/13/91,13-Aug-91,2,7,14,5,51,5
897,5039682,https://www.google.com/patents/US5039682,"6-fluoro-1,4-dihydroquinol-4-one-3-carboxylic acid derivatives and intermediates therefor",8/13/91,13-Aug-91,1,28,8,1,20,5
898,5039683,https://www.google.com/patents/US5039683,Azetidinyl quinolone carboxylic acids and esters,8/13/91,13-Aug-91,1,9,3,8,12,3
899,5041114,https://www.google.com/patents/US5041114,Modular femoral fixation system,8/20/91,20-Aug-91,3,24,0,316,28,9
900,5043017,https://www.google.com/patents/US5043017,"Acid-stabilized calcium carbonate, process for its production and method for its use in the manufacture of acidic paper",8/27/91,27-Aug-91,1,6,0,69,22,5
901,5047055,https://www.google.com/patents/US5047055,Hydrogel intervertebral disc nucleus,9/10/91,10-Sep-91,2,10,0,1101,17,9
902,5047056,https://www.google.com/patents/US5047056,Canine hip prosthesis,9/10/91,10-Sep-91,1,4,4,10,17,9
903,5047548,https://www.google.com/patents/US5047548,"3-aryl-3-hydroxy-4-(1H-1,2,4-triazol-1-yl)butyramide and derivatives as antifungal agents",9/10/91,10-Sep-91,2,21,0,7,15,6
904,5047554,https://www.google.com/patents/US5047554,3-substituted-2-oxindole derivatives,9/10/91,10-Sep-91,3,2,18,28,88,4
905,5051412,https://www.google.com/patents/US5051412,"Pharmaceutically active 3-(1,2,5,6-tetrahydropyridyl)-pyrrolopyridines",9/24/91,24-Sep-91,1,2,0,53,12,4
906,5055473,https://www.google.com/patents/US5055473,Quinolinyl sulfonamide anti-arrhythmic agents and use thereas,10/8/91,8-Oct-91,3,8,4,2,32,5
907,5056715,https://www.google.com/patents/US5056715,Apparatus for mixing and spraying a slurry,10/15/91,15-Oct-91,1,18,6,8,15,4
908,5057498,https://www.google.com/patents/US5057498,Antiparastic agents,10/15/91,15-Oct-91,3,11,8,1,23,6
909,5057528,https://www.google.com/patents/US5057528,Amino-pyridine compounds useful as anti-arrhythmic agents,10/15/91,15-Oct-91,2,3,0,8,18,3
910,5057626,https://www.google.com/patents/US5057626,Difluoroketones from difluoroacylsilanes,10/15/91,15-Oct-91,1,3,6,0,9,4
911,5059609,https://www.google.com/patents/US5059609,"Substituted tetralins, chromans and related compounds in the treatment of asthma, arthritis and related diseases",10/22/91,22-Oct-91,4,8,0,67,115,6
912,5059693,https://www.google.com/patents/US5059693,Process for making 3-aroyl-2-oxindole-1-carboxamides,10/22/91,22-Oct-91,2,3,2,1,11,6
913,5061283,https://www.google.com/patents/US5061283,Method for tendon and ligament repair,10/29/91,29-Oct-91,1,14,2,88,19,9
914,5061717,https://www.google.com/patents/US5061717,Thiazolidinedione hypoglycemic agents,10/29/91,29-Oct-91,5,5,4,50,26,6
915,5061728,https://www.google.com/patents/US5061728,"Use of 4-phenyl-1,2,3,4-tetrahydro-1-naphthalenamine derivatives in the treatment of inflammation and as immunosuppressants",10/29/91,29-Oct-91,1,0,0,41,13,4
916,5062854,https://www.google.com/patents/US5062854,Prosthetic device and method of implantation,11/5/91,5-Nov-91,2,74,3,39,37,10
917,5063237,https://www.google.com/patents/US5063237,"1,4-dihydro-2-(4-[benzimidazol-l-yl]phenyl)-pyridines as platelet activating factor antagonists",11/5/91,5-Nov-91,4,5,0,3,53,4
918,5064830,https://www.google.com/patents/US5064830,Lowering of blood uric acid levels,11/12/91,12-Nov-91,1,3,1,6,9,5
919,5064851,https://www.google.com/patents/US5064851,"3-(1-substituted-pyrazoyl)-2-oxindole derivatives, compositions and use",11/12/91,12-Nov-91,2,3,0,2,29,7
920,5064852,https://www.google.com/patents/US5064852,Indolinone derivatives,11/12/91,12-Nov-91,3,4,0,20,10,2
921,5064855,https://www.google.com/patents/US5064855,Acid polycyclic ether antibiotic,11/12/91,12-Nov-91,5,12,3,2,10,5
922,5064958,https://www.google.com/patents/US5064958,"1,3-genzoxazine, 2,4-dione derivatives",11/12/91,12-Nov-91,1,4,9,1,19,4
923,5066296,https://www.google.com/patents/US5066296,Apparatus for treating a fracture,11/19/91,19-Nov-91,3,11,30,113,13,10
924,5066659,https://www.google.com/patents/US5066659,Spiro-heteroazalones for treatment of diabetic complications,11/19/91,19-Nov-91,1,6,0,19,8,3
925,5068333,https://www.google.com/patents/US5068333,"6-chloro-3,4-dihydro-pyrano [2,3-b]pyridines having the R configuration",11/26/91,26-Nov-91,2,0,15,2,23,4
926,5069788,https://www.google.com/patents/US5069788,Multi-pass blood washing and plasma removal device and method,12/3/91,3-Dec-91,2,1,0,16,13,6
927,5070205,https://www.google.com/patents/US5070205,Alkyl 2-benzylidene-4-(benzimidazol-1-yl) benzoylacetate esters as intermediates,12/3/91,3-Dec-91,4,5,0,1,23,4
928,5071040,https://www.google.com/patents/US5071040,Surgical adhesives mixing and dispensing implement,12/10/91,10-Dec-91,2,15,0,116,30,10
929,5071764,https://www.google.com/patents/US5071764,Process for integrative transformation of yarrowia lipolytica,12/10/91,10-Dec-91,2,3,30,45,13,5
930,5071844,https://www.google.com/patents/US5071844,"5,11-dihydrodibenzo[b,e][1,4]-thiazepines useful as gastro intestinal selective calcium antagonists",12/10/91,10-Dec-91,3,5,4,15,19,6
931,5071852,https://www.google.com/patents/US5071852,Derivatives of 5-hydroxy and 5-methoxy 2-amino-pyrimidines as inhibitors of interleukin-1 production,12/10/91,10-Dec-91,1,6,25,1,6,4
932,5071863,https://www.google.com/patents/US5071863,"4,5,6,7-trisubstituted benzoxazolones",12/10/91,10-Dec-91,3,11,2,10,15,5
933,5073567,https://www.google.com/patents/US5073567,Antiparasitic agent,12/17/91,17-Dec-91,4,3,0,5,19,6
934,5075439,https://www.google.com/patents/US5075439,"Processes for (3S,4R)-3-[1(R)-t-butyl-dimethylsilyloxy)-ethyl]-4-[1-oxo-3-thiolanylthio(thiocarbonyl)thio]azetidin-2-ones and intermediates therefor",12/24/91,24-Dec-91,3,15,9,4,8,3
935,5075442,https://www.google.com/patents/US5075442,Process and intermediates for the preparation of oxophthalazinyl acetic acids and analogs thereof,12/24/91,24-Dec-91,2,1,0,0,27,3
936,5077278,https://www.google.com/patents/US5077278,Non-natural demethylavermectins compositions and method of use,12/31/91,31-Dec-91,3,2,7,61,13,5
937,5077295,https://www.google.com/patents/US5077295,Antipsychoic 4-(4-(3-benzisothiazolyl)-1-piperazinyl)buytl bridged bicycle imides,12/31/91,31-Dec-91,3,20,6,1,11,4
938,5077314,https://www.google.com/patents/US5077314,Agricultural gel-forming compositions,12/31/91,31-Dec-91,6,5,0,16,24,5
939,5079242,https://www.google.com/patents/US5079242,Substituted 3-cephem compounds as antibacterial agents,1/7/92,7-Jan-92,1,7,1,0,11,6
940,5079248,https://www.google.com/patents/US5079248,Anti-arrhythmic agents,1/7/92,7-Jan-92,3,0,2,13,21,3
941,5080921,https://www.google.com/patents/US5080921,Low calorie fat substitute,1/14/92,14-Jan-92,1,113,0,52,52,5
942,5081118,https://www.google.com/patents/US5081118,Benzothiazine dioxide derivatives,1/14/92,14-Jan-92,2,5,0,12,8,3
943,5082648,https://www.google.com/patents/US5082648,Process for the preparation of high purity calcium titanate hydrates and product produced thereby,1/21/92,21-Jan-92,2,2,8,6,13,5
944,5082684,https://www.google.com/patents/US5082684,Low-calorie fat substitute,1/21/92,21-Jan-92,1,29,1,103,31,6
945,5082970,https://www.google.com/patents/US5082970,Process for recycling amine isomer,1/21/92,21-Jan-92,1,4,0,42,16,4
946,5085510,https://www.google.com/patents/US5085510,Pharmaceutical tablet vision inspection system,2/4/92,4-Feb-92,1,4,4,72,13,5
947,5086062,https://www.google.com/patents/US5086062,Antiallergy and antiinflammatory benzoxazolinones,2/4/92,4-Feb-92,7,6,2,3,25,5
948,5086186,https://www.google.com/patents/US5086186,N-trichloroacetyl-2-oxindole-1-carboxamides,2/4/92,4-Feb-92,1,3,2,2,29,4
949,5087732,https://www.google.com/patents/US5087732,Glutaric acid derivatives and preparation thereof,2/11/92,11-Feb-92,2,4,0,0,15,6
950,5089480,https://www.google.com/patents/US5089480,Antiparasitic agents,2/18/92,18-Feb-92,4,23,27,40,31,9
951,5089505,https://www.google.com/patents/US5089505,1-arylethyl-3-substituted piperidines,2/18/92,18-Feb-92,3,6,0,7,36,6
952,5089514,https://www.google.com/patents/US5089514,"3-coxazolyl [phenyl, chromanyl or benzofuranyl]-2-hydroxypropionic acid derivatives and analogs as hypoglycemic agents",2/18/92,18-Feb-92,1,8,1,80,88,4
953,5089637,https://www.google.com/patents/US5089637,Process and intermediates for 2r-benzyl-chroman-6-carbaldehyde,2/18/92,18-Feb-92,1,0,6,10,12,7
954,D324102,https://www.google.com/patents/USD324102,Drainage device for draining bodily fluids from a patient,2/18/92,18-Feb-92,4,0,0,1,1,0
955,5091383,https://www.google.com/patents/US5091383,Substituted bridged diazabicycloalkyl quinolone carboxylic acids,2/25/92,25-Feb-92,2,15,6,2,29,5
956,5093319,https://www.google.com/patents/US5093319,Use of derivatives of chitin soluble in aqueous solutions for preventing adhesions,3/3/92,3-Mar-92,2,13,2,113,20,9
957,5095121,https://www.google.com/patents/US5095121,"Process for optically active 2-alkyl-2,5-diazabicyclo(2.2.1)heptanes",3/10/92,10-Mar-92,2,4,10,0,13,3
958,5095127,https://www.google.com/patents/US5095127,Process for producing polycyclic ether antibiotics,3/10/92,10-Mar-92,2,5,0,2,18,5
959,5096890,https://www.google.com/patents/US5096890,Pyrrolidine derivatives,3/17/92,17-Mar-92,2,4,0,105,34,12
960,5097653,https://www.google.com/patents/US5097653,Verification system for detecting the presence and absence of an object,3/24/92,24-Mar-92,1,5,0,11,6,4
961,5098437,https://www.google.com/patents/US5098437,Acetabular cup positioning insert,3/24/92,24-Mar-92,2,9,0,172,15,9
962,5100407,https://www.google.com/patents/US5100407,Modular trial hip replacement system,3/31/92,31-Mar-92,2,11,2,135,23,10
963,5100648,https://www.google.com/patents/US5100648,Composition and method for cleaning the gums,3/31/92,31-Mar-92,4,5,0,0,13,4
964,5100785,https://www.google.com/patents/US5100785,Polycyclic ether antibiotic,3/31/92,31-Mar-92,4,2,2,0,29,3
965,5103040,https://www.google.com/patents/US5103040,"6-fluoro-1,4-dihydroquinol-4-one-3-carboxylic acid derivatives and intermediates therefor",4/7/92,7-Apr-92,1,33,8,0,14,4
966,5104868,https://www.google.com/patents/US5104868,"Tricyclic derivatives of 7-substituted-6-fluoro-1,4-dihydroquinol-4-one-3-carboxylic acids and esters",4/14/92,14-Apr-92,1,32,8,2,32,7
967,5104874,https://www.google.com/patents/US5104874,Benzoquinone antiallergy and antinflammatory agents,4/14/92,14-Apr-92,3,1,14,1,68,6
968,5106614,https://www.google.com/patents/US5106614,Bone cement for sustained release of substances,4/21/92,21-Apr-92,4,6,11,21,15,9
969,5108432,https://www.google.com/patents/US5108432,Porous fixation surface,4/28/92,28-Apr-92,1,19,0,100,37,9
970,5108435,https://www.google.com/patents/US5108435,Cast bone ingrowth surface,4/28/92,28-Apr-92,2,20,6,70,18,10
971,5108437,https://www.google.com/patents/US5108437,Modular prosthesis,4/28/92,28-Apr-92,1,22,0,113,25,5
972,5108445,https://www.google.com/patents/US5108445,Prosthetic bearing assembly,4/28/92,28-Apr-92,1,12,0,27,35,5
973,5108756,https://www.google.com/patents/US5108756,Dispensing devices powered by lyotropic liquid crystals,4/28/92,28-Apr-92,1,49,10,20,12,3
974,5112746,https://www.google.com/patents/US5112746,Method for making antiparasitic agents,5/12/92,12-May-92,3,12,9,1,30,4
975,5114618,https://www.google.com/patents/US5114618,Oxygen removal with keto-gluconates,5/19/92,19-May-92,2,15,0,1,16,7
976,5114952,https://www.google.com/patents/US5114952,Isoquinolinylsulfonamides as anti-arrhythmic agents,5/19/92,19-May-92,3,2,0,4,58,3
977,5116329,https://www.google.com/patents/US5116329,Medical laser interconnect system,5/26/92,26-May-92,4,35,0,17,12,13
978,5116338,https://www.google.com/patents/US5116338,Apparatus for knee prosthesis,5/26/92,26-May-92,3,3,0,145,25,9
979,5116844,https://www.google.com/patents/US5116844,Triazole antifungal agents,5/26/92,26-May-92,2,2,0,15,52,4
980,5116854,https://www.google.com/patents/US5116854,Anti-inflammatory 1-heteroaryl-3-acyl-2-oxindoles,5/26/92,26-May-92,1,2,0,33,29,3
981,5118703,https://www.google.com/patents/US5118703,Prodrugs of antiinflammatory 3-acyl-2-oxindole-1-carboxamides,6/2/92,2-Jun-92,2,11,4,7,22,4
982,5120728,https://www.google.com/patents/US5120728,Cephalosporin compounds,6/9/92,9-Jun-92,1,4,0,1,10,7
983,5120747,https://www.google.com/patents/US5120747,Platelet activating factor antagonists,6/9/92,9-Jun-92,4,5,2,0,48,3
984,5120754,https://www.google.com/patents/US5120754,Thiazolidinedione hypoglycemic agents,6/9/92,9-Jun-92,5,5,4,47,20,3
985,5122134,https://www.google.com/patents/US5122134,Surgical reamer,6/16/92,16-Jun-92,2,13,7,176,20,9
986,5122146,https://www.google.com/patents/US5122146,Apparatus for reducing a fracture,6/16/92,16-Jun-92,3,11,0,130,22,11
987,5122525,https://www.google.com/patents/US5122525,Bis-aza-bicyclic anxiolytic agents,6/16/92,16-Jun-92,2,3,0,17,20,5
988,5122534,https://www.google.com/patents/US5122534,"Use of tenidap to reduce total serum cholesterol, ldl cholesterol and triglycerides",6/16/92,16-Jun-92,2,6,12,27,9,5
989,5122596,https://www.google.com/patents/US5122596,Polypeptides useful as blockers of calcium channels,6/16/92,16-Jun-92,3,2,49,15,29,5
990,5124346,https://www.google.com/patents/US5124346,Synergistic combinations in the treatment of anxiety,6/23/92,23-Jun-92,1,0,6,3,20,5
991,5126011,https://www.google.com/patents/US5126011,Process for the preparation of high purity calcium titanate hydrates and product produced thereby,6/30/92,30-Jun-92,2,4,0,0,12,4
992,5128352,https://www.google.com/patents/US5128352,Anti-inflammatory 1-heteroaryl-oxindole-3-carboxamides,7/7/92,7-Jul-92,1,1,0,1,30,3
993,5128358,https://www.google.com/patents/US5128358,Aryl substituted nitrogen heterocyclic antidepressants,7/7/92,7-Jul-92,2,2,0,67,47,3
994,5130334,https://www.google.com/patents/US5130334,Indane sulfonamide anti-arrhythmic agents,7/14/92,14-Jul-92,2,10,0,2,25,5
995,5130338,https://www.google.com/patents/US5130338,Method of treating chemical dependencies using sertraline,7/14/92,14-Jul-92,4,1,2,20,6,4
996,5130379,https://www.google.com/patents/US5130379,Hypoglycemic thiazolidinedione derivatives,7/14/92,14-Jul-92,3,9,4,20,22,3
997,5132300,https://www.google.com/patents/US5132300,Beta-lactam elastase inhibitors,7/21/92,21-Jul-92,3,2,0,6,22,4
998,5134225,https://www.google.com/patents/US5134225,Processes and intermediates for N-(S-3-alkyl-heptanoyl)-D-gamma-glutamyl-D-alanine,7/28/92,28-Jul-92,1,7,26,0,8,6
999,5136020,https://www.google.com/patents/US5136020,"Crystalline n-(s-3-methylheptanoyl)-D-gamma-glutamyl-glycyl-D-alanine, and processes and intermediates therefor",8/4/92,4-Aug-92,1,7,13,2,6,6
1000,5138060,https://www.google.com/patents/US5138060,Process and intermediates for preparing azabicyclo(2.2.2)octan-3-imines,8/11/92,11-Aug-92,2,4,0,8,10,4
1001,5139800,https://www.google.com/patents/US5139800,Browning composition and process for browning foods,8/18/92,18-Aug-92,5,27,2,34,24,8
1002,5141810,https://www.google.com/patents/US5141810,Means for constraining a rumen drug delivery device in a rolled configuration,8/25/92,25-Aug-92,2,13,0,6,19,4
1003,5141950,https://www.google.com/patents/US5141950,Benzimidazole compounds and their use,8/25/92,25-Aug-92,2,5,16,22,42,5
1004,5147366,https://www.google.com/patents/US5147366,Pressurization of bone cement surrounding an endoprosthesis,9/15/92,15-Sep-92,3,9,0,102,19,9
1005,5147408,https://www.google.com/patents/US5147408,Prosthetic device and method of implantation,9/15/92,15-Sep-92,2,75,3,47,38,8
1006,5147507,https://www.google.com/patents/US5147507,"Cationic polymer-modified filler material, process for its prepartion and method of its use in papermaking",9/15/92,15-Sep-92,1,10,0,45,21,5
1007,5147858,https://www.google.com/patents/US5147858,Acidic polycyclic ether useful as an anticoccidial agent and as a growth promotant,9/15/92,15-Sep-92,4,3,1,2,31,4
1008,5147873,https://www.google.com/patents/US5147873,Amino-substituted bridged azabicyclic quinolone carboxylic acids and esters,9/15/92,15-Sep-92,1,4,0,4,13,5
1009,5147881,https://www.google.com/patents/US5147881,"4-(1,2-benzisoxazolyl)piperidine antipsychotic agents",9/15/92,15-Sep-92,2,5,2,5,13,4
1010,5149814,https://www.google.com/patents/US5149814,Alkyl 2-benzylidene-4-(2-alkylimidazopyrid-1-yl) benzoylacetate esters as intermediate compounds,9/22/92,22-Sep-92,4,1,0,4,23,3
1011,5149821,https://www.google.com/patents/US5149821,Process and intermediates for optically active 3-formyltetrahydropyrans,9/22/92,22-Sep-92,2,2,2,3,7,6
1012,5151104,https://www.google.com/patents/US5151104,Self-locking joint connector,9/29/92,29-Sep-92,1,10,0,154,14,5
1013,5151545,https://www.google.com/patents/US5151545,"3,5-dihydroxy-6,8-nonadienoic acids and derivatives as hypocholesterolemic agents",9/29/92,29-Sep-92,2,7,2,4,65,4
1014,5153206,https://www.google.com/patents/US5153206,Arylpiperidine derivatives,10/6/92,6-Oct-92,1,10,2,4,45,3
1015,5153320,https://www.google.com/patents/US5153320,Heteropolysaccharide 105-4,10/6/92,6-Oct-92,1,5,4,0,21,6
1016,5155097,https://www.google.com/patents/US5155097,"Polycyclic ether antibiotic having anthelmintic, anticoccidial and growth promotant activity",10/13/92,13-Oct-92,4,2,1,0,14,4
1017,5155120,https://www.google.com/patents/US5155120,Method for treating congestive heart failure,10/13/92,13-Oct-92,3,0,4,42,4,4
1018,5156719,https://www.google.com/patents/US5156719,"Acid-stabilized calcium carbonate, process for its production and method for its use in the manufacture of acidic paper",10/20/92,20-Oct-92,1,2,0,56,20,6
1019,5157034,https://www.google.com/patents/US5157034,"Neuroleptic perhydro-1H-pyrido[1,2-a]pyrazines",10/20/92,20-Oct-92,3,4,0,14,23,4
1020,5157125,https://www.google.com/patents/US5157125,"Optically active 2-alkyl-2,5-diazabicyclo[2.2.1]heptanes",10/20/92,20-Oct-92,2,4,8,1,14,3
1021,5157138,https://www.google.com/patents/US5157138,Glutaric acid derivatives and preparation thereof,10/20/92,20-Oct-92,2,4,0,0,6,5
1022,5158798,https://www.google.com/patents/US5158798,Low-calorie fat substitute,10/27/92,27-Oct-92,3,13,0,45,47,6
1023,5158937,https://www.google.com/patents/US5158937,Acidic polycyclic ether antibiotic having anticoccidial and growth promotant activity,10/27/92,27-Oct-92,4,5,5,0,20,6
1024,5158964,https://www.google.com/patents/US5158964,Benzoxazole sulfonamide anti-arrhythmic agents,10/27/92,27-Oct-92,3,5,0,3,36,5
1025,5162339,https://www.google.com/patents/US5162339,Quinuclidine therapeutic agents,11/10/92,10-Nov-92,2,3,2,78,22,4
1026,5164402,https://www.google.com/patents/US5164402,Azabicyclo quinolone and naphthyridinone carboxylic acids,11/17/92,17-Nov-92,1,2,2,85,18,7
1027,5166161,https://www.google.com/patents/US5166161,"1,3-dicarbonyl compounds and their use",11/24/92,24-Nov-92,4,2,4,3,78,5
1028,5166400,https://www.google.com/patents/US5166400,Intermediates for isopropyl 3S-amino-2R-hydroxy-alkanoates,11/24/92,24-Nov-92,1,4,19,0,40,3
1029,5166401,https://www.google.com/patents/US5166401,Intermediates for 5-fluoro-6-chlorooxindole,11/24/92,24-Nov-92,1,8,7,2,13,6
1030,5166406,https://www.google.com/patents/US5166406,Preparation of glutaric acid derivatives,11/24/92,24-Nov-92,1,1,9,9,18,3
1031,5169947,https://www.google.com/patents/US5169947,"3-(1,2,5,6-tetrahydropyridyl)-pyrrolopyridines",12/8/92,8-Dec-92,1,5,8,7,11,3
1032,5169976,https://www.google.com/patents/US5169976,N-(biphenylmethyl)-3-hydroxyglutaramic acid and derivatives as hypocholesterolemic agents,12/8/92,8-Dec-92,1,8,2,1,45,4
1033,5171243,https://www.google.com/patents/US5171243,Acetabular cup positioning insert,12/15/92,15-Dec-92,2,10,0,128,14,9
1034,5171744,https://www.google.com/patents/US5171744,Antimuscarinic bronchodilators,12/15/92,15-Dec-92,2,3,2,69,16,4
1035,5171862,https://www.google.com/patents/US5171862,Process and indazole intermediates for the preparation of oxophthalazinyl acetic acids and analogs thereof,12/15/92,15-Dec-92,2,1,0,1,21,3
1036,5175179,https://www.google.com/patents/US5175179,Method for treating hypertension,12/29/92,29-Dec-92,1,4,6,10,8,6
1037,5178796,https://www.google.com/patents/US5178796,Method for oxygen removal with keto-gluconates,1/12/93,12-Jan-93,2,15,0,9,15,5
1038,5181930,https://www.google.com/patents/US5181930,Composite orthopedic implant,1/26/93,26-Jan-93,4,15,2,90,30,10
1039,5182391,https://www.google.com/patents/US5182391,Process and intermediates for the preparation of oxophthalazinyl acetic acids and analogs thereof,1/26/93,26-Jan-93,2,1,0,0,20,3
1040,5185343,https://www.google.com/patents/US5185343,Nortropyl-1-alkanol derivatives as antiischemic agents,2/9/93,9-Feb-93,1,7,6,17,54,4
1041,5185369,https://www.google.com/patents/US5185369,Synthetic heteroaryl polyamines as excitatory amino acid neurotransmitter antagonists,2/9/93,9-Feb-93,2,0,1,19,55,5
1042,5185449,https://www.google.com/patents/US5185449,Process and intermediate for certain bis-aza-bicyclic anxiolytic agents,2/9/93,9-Feb-93,4,1,0,3,8,5
1043,5185464,https://www.google.com/patents/US5185464,"Crystalline N-(S-3-methylheptanoyl)-D-gamma-glutamyl-glycyl-D-alanine, and processes and intermediates therefor",2/9/93,9-Feb-93,1,10,8,0,5,5
1044,5185986,https://www.google.com/patents/US5185986,Bail applicator and method,2/16/93,16-Feb-93,2,9,0,2,9,5
1045,5189037,https://www.google.com/patents/US5189037,Synergistic combinations in the treatment of anxiety,2/23/93,23-Feb-93,1,0,6,3,11,3
1046,5190544,https://www.google.com/patents/US5190544,Modular femoral fixation system,3/2/93,2-Mar-93,3,6,0,496,16,10
1047,5190545,https://www.google.com/patents/US5190545,Cerclage wire positioning insert,3/2/93,2-Mar-93,3,12,0,219,12,9
1048,5191075,https://www.google.com/patents/US5191075,Process for the preparation of penems,3/2/93,2-Mar-93,2,25,26,0,7,3
1049,5191077,https://www.google.com/patents/US5191077,"Diastereomeric 5R,6S-6-(1R-hydroxyethyl)-2-(cis-1-oxo-3-thiolanylthio)-2-penem-3-carboxylic acids",3/2/93,2-Mar-93,1,3,8,7,22,3
1050,5192326,https://www.google.com/patents/US5192326,Hydrogel bead intervertebral disc nucleus,3/9/93,9-Mar-93,2,6,0,1243,22,9
1051,5192765,https://www.google.com/patents/US5192765,Certain amines which are muscarinic receptor antagonists,3/9/93,9-Mar-93,3,6,0,2,89,6
1052,5192790,https://www.google.com/patents/US5192790,3-substituted-2-oxindole derivatives as inhibitors of interleukin-1 biosynthesis,3/9/93,9-Mar-93,3,9,33,1,18,6
1053,5192800,https://www.google.com/patents/US5192800,Glutaramide diuretic agents,3/9/93,9-Mar-93,7,5,0,3,61,3
1054,5196410,https://www.google.com/patents/US5196410,Transdermal flux enhancing compositions,3/23/93,23-Mar-93,2,26,18,37,24,4
1055,5196426,https://www.google.com/patents/US5196426,Calcium independent c amp phosphodiesterase inhibitor antidepressant,3/23/93,23-Mar-93,2,11,0,22,52,3
1056,5196548,https://www.google.com/patents/US5196548,Preparation of diazabicyclic Intermediates,3/23/93,23-Mar-93,2,6,4,4,10,3
1057,5196607,https://www.google.com/patents/US5196607,Process for preparing ketone enantiomer,3/23/93,23-Mar-93,1,4,4,11,20,4
1058,5201735,https://www.google.com/patents/US5201735,Apparatus and method for treating a fracture,4/13/93,13-Apr-93,3,13,16,94,15,9
1059,5202440,https://www.google.com/patents/US5202440,"Certain 9-amino-2-(or 4)-oxa 1,2,3,4-tetrahydro- or 1,2,3,4,5,6,7,8-octahydro-acridines",4/13/93,13-Apr-93,1,19,5,2,67,6
1060,5203595,https://www.google.com/patents/US5203595,Dovetail-type coupling device and method,4/20/93,20-Apr-93,3,9,0,46,24,11
1061,5203653,https://www.google.com/patents/US5203653,Reamer for shaping bone sockets,4/20/93,20-Apr-93,1,2,0,53,10,5
1062,5206263,https://www.google.com/patents/US5206263,Acidic polycyclic ether useful as an anticoccidial agent and as a growth promotant,4/27/93,27-Apr-93,4,7,6,3,20,6
1063,5206364,https://www.google.com/patents/US5206364,Triazole antifungal agents,4/27/93,27-Apr-93,2,3,0,8,31,3
1064,5206366,https://www.google.com/patents/US5206366,Process for preparing aryl piperazinyl-heterocyclic compounds,4/27/93,27-Apr-93,1,4,0,56,29,4
