,patent_no,url,title,issue_date,date,num_patent,num_inventor,num_pc,num_npc,num_rb,num_class,num_le,yearly_sales
845,4994457,https://www.google.com/patents/US4994457,Antiinflammatory compositions and methods,1991-02-19,"Feb 19, 1991",1276.0,3.0,9,16,11,18,4,7144.0
846,4994551,https://www.google.com/patents/US4994551,Bioabsorbable co-polydepsipeptide,1991-02-19,"Feb 19, 1991",1277.0,2.0,8,8,23,29,3,7144.0
847,4996084,https://www.google.com/patents/US4996084,Colloidal silica water based slurry system for investment casting shell backup coats,1991-02-26,"Feb 26, 1991",1278.0,1.0,7,0,23,33,10,7144.0
848,4996204,https://www.google.com/patents/US4996204,"Pyrido[2,3-d]pyridazinones as aldose reductase inhibitors",1991-02-26,"Feb 26, 1991",1279.0,2.0,3,2,10,15,4,7144.0
849,4996345,https://www.google.com/patents/US4996345,Difluoroketones from difluoroacylsilanes,1991-02-26,"Feb 26, 1991",1280.0,1.0,3,6,0,5,5,7144.0
850,4997949,https://www.google.com/patents/US4997949,Crystalline 2-(1-pentyl-3-guanidino)-4-(2-methyl-4-imidazolyl) thiazole dihydrochloride trihydrate,1991-03-05,"Mar 5, 1991",1281.0,2.0,2,0,1,11,5,7144.0
851,4997981,https://www.google.com/patents/US4997981,Processes for 2-(1-pentyl-3-guanidino)-4-(2-methyl-4-imidazolyl) thiazole and analogs,1991-03-05,"Mar 5, 1991",1282.0,3.0,5,4,1,9,5,7144.0
852,5000776,https://www.google.com/patents/US5000776,Process for protecting plants and trees from ozone damage,1991-03-19,"Mar 19, 1991",1283.0,1.0,1,5,0,4,7,7144.0
853,5001136,https://www.google.com/patents/US5001136,Leukotriene-synthesis-inhibiting 2-substitutedmethylamino-5-(hydroxy or alkoxy)pyridines,1991-03-19,"Mar 19, 1991",1284.0,1.0,1,21,18,8,3,7144.0
854,5002547,https://www.google.com/patents/US5002547,Apparatus for knee prosthesis,1991-03-26,"Mar 26, 1991",1285.0,3.0,11,0,353,32,9,7144.0
855,5002580,https://www.google.com/patents/US5002580,Prosthetic device and method of implantation,1991-03-26,"Mar 26, 1991",1286.0,2.0,74,3,118,37,11,7144.0
856,5002772,https://www.google.com/patents/US5002772,Gastric retention system for controlled drug release,1991-03-26,"Mar 26, 1991",1287.0,2.0,8,0,47,13,5,7144.0
857,5006541,https://www.google.com/patents/US5006541,Antiallergy and antiinflammatory agents,1991-04-09,"Apr 9, 1991",1288.0,4.0,2,0,8,26,3,7144.0
858,5006547,https://www.google.com/patents/US5006547,Tenidap as an inhibitor of the release of elastase by neutrophils,1991-04-09,"Apr 9, 1991",1289.0,1.0,6,34,5,15,4,7144.0
859,5006561,https://www.google.com/patents/US5006561,Indane sulfonamide anti-arrhythmic agents and use,1991-04-09,"Apr 9, 1991",1290.0,2.0,2,0,3,25,3,7144.0
860,5006657,https://www.google.com/patents/US5006657,Intermediates in a resolution process for racemic spiro hydantoins,1991-04-09,"Apr 9, 1991",1291.0,3.0,6,2,1,8,3,7144.0
861,5008263,https://www.google.com/patents/US5008263,Diazepine antiallergy agents,1991-04-16,"Apr 16, 1991",1292.0,2.0,1,0,18,43,6,7144.0
862,5008283,https://www.google.com/patents/US5008283,Use of tenidap to inhibit activation of collagenase and to inhibit the activity of myeloperoxidase,1991-04-16,"Apr 16, 1991",1293.0,3.0,6,49,7,19,4,7144.0
863,5008384,https://www.google.com/patents/US5008384,"Process for the production of O.sup. 2,2'-anhydro-1-(β-D-arabinofuranosyl)thymine",1991-04-16,"Apr 16, 1991",1294.0,1.0,8,21,1,13,4,7144.0
864,5010185,https://www.google.com/patents/US5010185,Processes for tigogenin beta-cellobioside,1991-04-23,"Apr 23, 1991",1295.0,1.0,2,10,9,20,6,7144.0
865,5011840,https://www.google.com/patents/US5011840,Imidazolidinedione derivatives in diabetes treatment,1991-04-30,"Apr 30, 1991",1296.0,1.0,6,0,11,22,3,7144.0
866,5011841,https://www.google.com/patents/US5011841,Treatment of depression,1991-04-30,"Apr 30, 1991",1297.0,1.0,2,4,9,7,6,7144.0
867,5012975,https://www.google.com/patents/US5012975,Apparatus and method for mixing and spraying a slurry,1991-05-07,"May 7, 1991",1298.0,1.0,18,6,13,18,5,7144.0
868,5013462,https://www.google.com/patents/US5013462,Method for improving production of viscous crude oil,1991-05-07,"May 7, 1991",1299.0,1.0,34,2,25,30,8,7144.0
869,5013571,https://www.google.com/patents/US5013571,Methods for making tetrahydroisoalpha and hexahydroisoalpha acids,1991-05-07,"May 7, 1991",1300.0,1.0,3,20,125,21,7,7144.0
870,5013572,https://www.google.com/patents/US5013572,Steam stripping of odor forming impurities from hop flavors,1991-05-07,"May 7, 1991",1301.0,1.0,7,0,12,14,9,7144.0
871,5013729,https://www.google.com/patents/US5013729,"Diastereomeric 5R,6S-6-(1R-hydroxyethyl)-2-(cis-1-oxo-3-thiolanylthio)-2-penem-3-carboxylic acids",1991-05-07,"May 7, 1991",1302.0,1.0,1,8,12,34,5,7144.0
872,5013839,https://www.google.com/patents/US5013839,"Process for optically active 2-alkyl-2,5-diazabicyclo(2.2.1) heptanes",1991-05-07,"May 7, 1991",1303.0,2.0,4,16,0,11,4,7144.0
873,5015473,https://www.google.com/patents/US5015473,6-(substituted)methylenepenicillanic and 6-(substituted)hydroxymethylpenicillanic acids and derivatives thereof,1991-05-14,"May 14, 1991",1304.0,1.0,10,0,11,61,3,7144.0
874,5017293,https://www.google.com/patents/US5017293,Multi-pass blood washing and plasma removal device and method,1991-05-21,"May 21, 1991",1305.0,2.0,7,0,6,14,14,7144.0
875,5019350,https://www.google.com/patents/US5019350,Fluorescent polymers,1991-05-28,"May 28, 1991",1306.0,2.0,18,4,61,18,9,7144.0
876,5023085,https://www.google.com/patents/US5023085,Transdermal flux enhancers in combination with iontophoresis in topical administration of pharmaceuticals,1991-06-11,"Jun 11, 1991",1307.0,2.0,7,5,70,39,5,7144.0
877,5023258,https://www.google.com/patents/US5023258,Triazole antifungal agents,1991-06-11,"Jun 11, 1991",1308.0,3.0,6,0,11,22,4,7144.0
878,5024613,https://www.google.com/patents/US5024613,Blood recovery system and method,1991-06-18,"Jun 18, 1991",1309.0,3.0,7,0,84,7,9,7144.0
879,5026358,https://www.google.com/patents/US5026358,Drainage device,1991-06-25,"Jun 25, 1991",1310.0,3.0,31,7,33,7,8,7144.0
880,5026643,https://www.google.com/patents/US5026643,Fermentation process for the preparation of novel C.25 (substituted(2-propenyl) milbemycins,1991-06-25,"Jun 25, 1991",1311.0,2.0,9,0,0,12,3,7144.0
881,5026715,https://www.google.com/patents/US5026715,2-guanidino-4-arylthiazoles for treatment of peptic ulcers,1991-06-25,"Jun 25, 1991",1312.0,3.0,9,6,2,18,4,7144.0
882,5030452,https://www.google.com/patents/US5030452,Dispensing devices powered by lyotropic liquid crystals,1991-07-09,"Jul 9, 1991",1313.0,1.0,39,10,22,12,4,7144.0
883,5030654,https://www.google.com/patents/US5030654,Glutaramide diuretic agents,1991-07-09,"Jul 9, 1991",1314.0,7.0,5,0,122,127,4,7144.0
884,5032646,https://www.google.com/patents/US5032646,"(Meth)acrylic acid/itaconic acid copolymers, their preparation and use as antiscalants",1991-07-16,"Jul 16, 1991",1315.0,1.0,7,2,7,12,3,7144.0
885,5034376,https://www.google.com/patents/US5034376,Nor-statine and nor-cyclostatine polypeptides,1991-07-23,"Jul 23, 1991",1316.0,3.0,2,0,25,27,3,7144.0
886,5035700,https://www.google.com/patents/US5035700,Prosthetic knee joint with improved patellar component tracking,1991-07-30,"Jul 30, 1991",1317.0,1.0,3,0,70,15,8,7144.0
887,5036079,https://www.google.com/patents/US5036079,Hypoglycemic thiazolidinedione derivatives,1991-07-30,"Jul 30, 1991",1318.0,3.0,8,2,41,17,4,7144.0
888,5036088,https://www.google.com/patents/US5036088,"Antiallergy and antiinflammatory agents, compositions and use",1991-07-30,"Jul 30, 1991",1319.0,4.0,0,0,55,28,3,7144.0
889,5036099,https://www.google.com/patents/US5036099,"Anhydrous, crystalline sodium salt of 5-chloro-3-(2-thenoyl)-2-oxindole-1-carboxamide",1991-07-30,"Jul 30, 1991",1320.0,2.0,3,0,20,25,3,7144.0
890,5036104,https://www.google.com/patents/US5036104,Cycloalkyl-substituted glutaramide diuretic agents,1991-07-30,"Jul 30, 1991",1321.0,2.0,1,0,0,69,3,7144.0
891,5036155,https://www.google.com/patents/US5036155,Process for isopropyl 3S-amino-2R-hydroxy-alkanoates,1991-07-30,"Jul 30, 1991",1322.0,1.0,4,19,0,40,4,7144.0
892,5037423,https://www.google.com/patents/US5037423,Method and instrumentation for the replacement of a knee prosthesis,1991-08-06,"Aug 6, 1991",1323.0,1.0,7,0,198,11,8,7144.0
893,5037834,https://www.google.com/patents/US5037834,Heterocycylic-substituted quinoline-carboxylic acids,1991-08-06,"Aug 6, 1991",1324.0,4.0,7,0,17,39,3,7144.0
894,5037842,https://www.google.com/patents/US5037842,Oxa- and thiazolidinedione hypoglycemic and hypocholesterolemic agents,1991-08-06,"Aug 6, 1991",1325.0,1.0,10,0,50,19,4,7144.0
895,5037846,https://www.google.com/patents/US5037846,Indolyl-3 polyamines and their use as antagonists of excitatory amino acid neurotransmitters,1991-08-06,"Aug 6, 1991",1326.0,2.0,3,0,27,12,5,7144.0
896,5039672,https://www.google.com/patents/US5039672,Heterocyclic compounds as aldose reductase inhibitors,1991-08-13,"Aug 13, 1991",1327.0,2.0,7,14,5,51,5,7144.0
897,5039682,https://www.google.com/patents/US5039682,"6-fluoro-1,4-dihydroquinol-4-one-3-carboxylic acid derivatives and intermediates therefor",1991-08-13,"Aug 13, 1991",1328.0,1.0,28,8,1,20,5,7144.0
898,5039683,https://www.google.com/patents/US5039683,Azetidinyl quinolone carboxylic acids and esters,1991-08-13,"Aug 13, 1991",1329.0,1.0,9,3,8,12,3,7144.0
899,5041114,https://www.google.com/patents/US5041114,Modular femoral fixation system,1991-08-20,"Aug 20, 1991",1330.0,3.0,24,0,316,28,9,7144.0
900,5043017,https://www.google.com/patents/US5043017,"Acid-stabilized calcium carbonate, process for its production and method for its use in the manufacture of acidic paper",1991-08-27,"Aug 27, 1991",1331.0,1.0,6,0,69,22,5,7144.0
901,5047055,https://www.google.com/patents/US5047055,Hydrogel intervertebral disc nucleus,1991-09-10,"Sep 10, 1991",1332.0,2.0,10,0,1101,17,9,7144.0
902,5047056,https://www.google.com/patents/US5047056,Canine hip prosthesis,1991-09-10,"Sep 10, 1991",1333.0,1.0,4,4,10,17,9,7144.0
903,5047548,https://www.google.com/patents/US5047548,"3-aryl-3-hydroxy-4-(1H-1,2,4-triazol-1-yl)butyramide and derivatives as antifungal agents",1991-09-10,"Sep 10, 1991",1334.0,2.0,21,0,7,15,6,7144.0
904,5047554,https://www.google.com/patents/US5047554,3-substituted-2-oxindole derivatives,1991-09-10,"Sep 10, 1991",1335.0,3.0,2,18,28,88,4,7144.0
905,5051412,https://www.google.com/patents/US5051412,"Pharmaceutically active 3-(1,2,5,6-tetrahydropyridyl)-pyrrolopyridines",1991-09-24,"Sep 24, 1991",1336.0,1.0,2,0,53,12,4,7144.0
906,5055473,https://www.google.com/patents/US5055473,Quinolinyl sulfonamide anti-arrhythmic agents and use thereas,1991-10-08,"Oct 8, 1991",1337.0,3.0,8,4,2,32,5,7144.0
907,5056715,https://www.google.com/patents/US5056715,Apparatus for mixing and spraying a slurry,1991-10-15,"Oct 15, 1991",1338.0,1.0,18,6,8,15,4,7144.0
908,5057498,https://www.google.com/patents/US5057498,Antiparastic agents,1991-10-15,"Oct 15, 1991",1339.0,3.0,11,8,1,23,6,7144.0
909,5057528,https://www.google.com/patents/US5057528,Amino-pyridine compounds useful as anti-arrhythmic agents,1991-10-15,"Oct 15, 1991",1340.0,2.0,3,0,8,18,3,7144.0
910,5057626,https://www.google.com/patents/US5057626,Difluoroketones from difluoroacylsilanes,1991-10-15,"Oct 15, 1991",1341.0,1.0,3,6,0,9,4,7144.0
911,5059609,https://www.google.com/patents/US5059609,"Substituted tetralins, chromans and related compounds in the treatment of asthma, arthritis and related diseases",1991-10-22,"Oct 22, 1991",1342.0,4.0,8,0,67,115,6,7144.0
912,5059693,https://www.google.com/patents/US5059693,Process for making 3-aroyl-2-oxindole-1-carboxamides,1991-10-22,"Oct 22, 1991",1343.0,2.0,3,2,1,11,6,7144.0
913,5061283,https://www.google.com/patents/US5061283,Method for tendon and ligament repair,1991-10-29,"Oct 29, 1991",1344.0,1.0,14,2,88,19,9,7144.0
914,5061717,https://www.google.com/patents/US5061717,Thiazolidinedione hypoglycemic agents,1991-10-29,"Oct 29, 1991",1345.0,5.0,5,4,50,26,6,7144.0
915,5061728,https://www.google.com/patents/US5061728,"Use of 4-phenyl-1,2,3,4-tetrahydro-1-naphthalenamine derivatives in the treatment of inflammation and as immunosuppressants",1991-10-29,"Oct 29, 1991",1346.0,1.0,0,0,41,13,4,7144.0
916,5062854,https://www.google.com/patents/US5062854,Prosthetic device and method of implantation,1991-11-05,"Nov 5, 1991",1347.0,2.0,74,3,39,37,10,7144.0
917,5063237,https://www.google.com/patents/US5063237,"1,4-dihydro-2-(4-[benzimidazol-l-yl]phenyl)-pyridines as platelet activating factor antagonists",1991-11-05,"Nov 5, 1991",1348.0,4.0,5,0,3,53,4,7144.0
918,5064830,https://www.google.com/patents/US5064830,Lowering of blood uric acid levels,1991-11-12,"Nov 12, 1991",1349.0,1.0,3,1,6,9,5,7144.0
919,5064851,https://www.google.com/patents/US5064851,"3-(1-substituted-pyrazoyl)-2-oxindole derivatives, compositions and use",1991-11-12,"Nov 12, 1991",1350.0,2.0,3,0,2,29,7,7144.0
920,5064852,https://www.google.com/patents/US5064852,Indolinone derivatives,1991-11-12,"Nov 12, 1991",1351.0,3.0,4,0,20,10,2,7144.0
921,5064855,https://www.google.com/patents/US5064855,Acid polycyclic ether antibiotic,1991-11-12,"Nov 12, 1991",1352.0,5.0,12,3,2,10,5,7144.0
922,5064958,https://www.google.com/patents/US5064958,"1,3-genzoxazine, 2,4-dione derivatives",1991-11-12,"Nov 12, 1991",1353.0,1.0,4,9,1,19,4,7144.0
923,5066296,https://www.google.com/patents/US5066296,Apparatus for treating a fracture,1991-11-19,"Nov 19, 1991",1354.0,3.0,11,30,113,13,10,7144.0
924,5066659,https://www.google.com/patents/US5066659,Spiro-heteroazalones for treatment of diabetic complications,1991-11-19,"Nov 19, 1991",1355.0,1.0,6,0,19,8,3,7144.0
925,5068333,https://www.google.com/patents/US5068333,"6-chloro-3,4-dihydro-pyrano [2,3-b]pyridines having the R configuration",1991-11-26,"Nov 26, 1991",1356.0,2.0,0,15,2,23,4,7144.0
926,5069788,https://www.google.com/patents/US5069788,Multi-pass blood washing and plasma removal device and method,1991-12-03,"Dec 3, 1991",1357.0,2.0,1,0,16,13,6,7144.0
927,5070205,https://www.google.com/patents/US5070205,Alkyl 2-benzylidene-4-(benzimidazol-1-yl) benzoylacetate esters as intermediates,1991-12-03,"Dec 3, 1991",1358.0,4.0,5,0,1,23,4,7144.0
928,5071040,https://www.google.com/patents/US5071040,Surgical adhesives mixing and dispensing implement,1991-12-10,"Dec 10, 1991",1359.0,2.0,15,0,116,30,10,7144.0
929,5071764,https://www.google.com/patents/US5071764,Process for integrative transformation of yarrowia lipolytica,1991-12-10,"Dec 10, 1991",1360.0,2.0,3,30,45,13,5,7144.0
930,5071844,https://www.google.com/patents/US5071844,"5,11-dihydrodibenzo[b,e][1,4]-thiazepines useful as gastro intestinal selective calcium antagonists",1991-12-10,"Dec 10, 1991",1361.0,3.0,5,4,15,19,6,7144.0
931,5071852,https://www.google.com/patents/US5071852,Derivatives of 5-hydroxy and 5-methoxy 2-amino-pyrimidines as inhibitors of interleukin-1 production,1991-12-10,"Dec 10, 1991",1362.0,1.0,6,25,1,6,4,7144.0
932,5071863,https://www.google.com/patents/US5071863,"4,5,6,7-trisubstituted benzoxazolones",1991-12-10,"Dec 10, 1991",1363.0,3.0,11,2,10,15,5,7144.0
933,5073567,https://www.google.com/patents/US5073567,Antiparasitic agent,1991-12-17,"Dec 17, 1991",1364.0,4.0,3,0,5,19,6,7144.0
934,5075439,https://www.google.com/patents/US5075439,"Processes for (3S,4R)-3-[1(R)-t-butyl-dimethylsilyloxy)-ethyl]-4-[1-oxo-3-thiolanylthio(thiocarbonyl)thio]azetidin-2-ones and intermediates therefor",1991-12-24,"Dec 24, 1991",1365.0,3.0,15,9,4,8,3,7144.0
935,5075442,https://www.google.com/patents/US5075442,Process and intermediates for the preparation of oxophthalazinyl acetic acids and analogs thereof,1991-12-24,"Dec 24, 1991",1366.0,2.0,1,0,0,27,3,7144.0
936,5077278,https://www.google.com/patents/US5077278,Non-natural demethylavermectins compositions and method of use,1991-12-31,"Dec 31, 1991",1367.0,3.0,2,7,61,13,5,7144.0
937,5077295,https://www.google.com/patents/US5077295,Antipsychoic 4-(4-(3-benzisothiazolyl)-1-piperazinyl)buytl bridged bicycle imides,1991-12-31,"Dec 31, 1991",1368.0,3.0,20,6,1,11,4,7144.0
938,5077314,https://www.google.com/patents/US5077314,Agricultural gel-forming compositions,1991-12-31,"Dec 31, 1991",1369.0,6.0,5,0,16,24,5,7144.0
939,5079242,https://www.google.com/patents/US5079242,Substituted 3-cephem compounds as antibacterial agents,1992-01-07,"Jan 7, 1992",1370.0,1.0,7,1,0,11,6,7415.0
940,5079248,https://www.google.com/patents/US5079248,Anti-arrhythmic agents,1992-01-07,"Jan 7, 1992",1371.0,3.0,0,2,13,21,3,7415.0
941,5080921,https://www.google.com/patents/US5080921,Low calorie fat substitute,1992-01-14,"Jan 14, 1992",1372.0,1.0,113,0,52,52,5,7415.0
942,5081118,https://www.google.com/patents/US5081118,Benzothiazine dioxide derivatives,1992-01-14,"Jan 14, 1992",1373.0,2.0,5,0,12,8,3,7415.0
943,5082648,https://www.google.com/patents/US5082648,Process for the preparation of high purity calcium titanate hydrates and product produced thereby,1992-01-21,"Jan 21, 1992",1374.0,2.0,2,8,6,13,5,7415.0
944,5082684,https://www.google.com/patents/US5082684,Low-calorie fat substitute,1992-01-21,"Jan 21, 1992",1375.0,1.0,29,1,103,31,6,7415.0
945,5082970,https://www.google.com/patents/US5082970,Process for recycling amine isomer,1992-01-21,"Jan 21, 1992",1376.0,1.0,4,0,42,16,4,7415.0
946,5085510,https://www.google.com/patents/US5085510,Pharmaceutical tablet vision inspection system,1992-02-04,"Feb 4, 1992",1377.0,1.0,4,4,72,13,5,7415.0
947,5086062,https://www.google.com/patents/US5086062,Antiallergy and antiinflammatory benzoxazolinones,1992-02-04,"Feb 4, 1992",1378.0,7.0,6,2,3,25,5,7415.0
948,5086186,https://www.google.com/patents/US5086186,N-trichloroacetyl-2-oxindole-1-carboxamides,1992-02-04,"Feb 4, 1992",1379.0,1.0,3,2,2,29,4,7415.0
949,5087732,https://www.google.com/patents/US5087732,Glutaric acid derivatives and preparation thereof,1992-02-11,"Feb 11, 1992",1380.0,2.0,4,0,0,15,6,7415.0
950,5089480,https://www.google.com/patents/US5089480,Antiparasitic agents,1992-02-18,"Feb 18, 1992",1381.0,4.0,23,27,40,31,9,7415.0
951,5089505,https://www.google.com/patents/US5089505,1-arylethyl-3-substituted piperidines,1992-02-18,"Feb 18, 1992",1382.0,3.0,6,0,7,36,6,7415.0
952,5089514,https://www.google.com/patents/US5089514,"3-coxazolyl [phenyl, chromanyl or benzofuranyl]-2-hydroxypropionic acid derivatives and analogs as hypoglycemic agents",1992-02-18,"Feb 18, 1992",1383.0,1.0,8,1,80,88,4,7415.0
953,5089637,https://www.google.com/patents/US5089637,Process and intermediates for 2r-benzyl-chroman-6-carbaldehyde,1992-02-18,"Feb 18, 1992",1384.0,1.0,0,6,10,12,7,7415.0
954,D324102,https://www.google.com/patents/USD324102,Drainage device for draining bodily fluids from a patient,1992-02-18,"Feb 18, 1992",1385.0,4.0,0,0,1,1,0,7415.0
955,5091383,https://www.google.com/patents/US5091383,Substituted bridged diazabicycloalkyl quinolone carboxylic acids,1992-02-25,"Feb 25, 1992",1386.0,2.0,15,6,2,29,5,7415.0
956,5093319,https://www.google.com/patents/US5093319,Use of derivatives of chitin soluble in aqueous solutions for preventing adhesions,1992-03-03,"Mar 3, 1992",1387.0,2.0,13,2,113,20,9,7415.0
957,5095121,https://www.google.com/patents/US5095121,"Process for optically active 2-alkyl-2,5-diazabicyclo(2.2.1)heptanes",1992-03-10,"Mar 10, 1992",1388.0,2.0,4,10,0,13,3,7415.0
958,5095127,https://www.google.com/patents/US5095127,Process for producing polycyclic ether antibiotics,1992-03-10,"Mar 10, 1992",1389.0,2.0,5,0,2,18,5,7415.0
959,5096890,https://www.google.com/patents/US5096890,Pyrrolidine derivatives,1992-03-17,"Mar 17, 1992",1390.0,2.0,4,0,105,34,12,7415.0
960,5097653,https://www.google.com/patents/US5097653,Verification system for detecting the presence and absence of an object,1992-03-24,"Mar 24, 1992",1391.0,1.0,5,0,11,6,4,7415.0
961,5098437,https://www.google.com/patents/US5098437,Acetabular cup positioning insert,1992-03-24,"Mar 24, 1992",1392.0,2.0,9,0,172,15,9,7415.0
962,5100407,https://www.google.com/patents/US5100407,Modular trial hip replacement system,1992-03-31,"Mar 31, 1992",1393.0,2.0,11,2,135,23,10,7415.0
963,5100648,https://www.google.com/patents/US5100648,Composition and method for cleaning the gums,1992-03-31,"Mar 31, 1992",1394.0,4.0,5,0,0,13,4,7415.0
964,5100785,https://www.google.com/patents/US5100785,Polycyclic ether antibiotic,1992-03-31,"Mar 31, 1992",1395.0,4.0,2,2,0,29,3,7415.0
965,5103040,https://www.google.com/patents/US5103040,"6-fluoro-1,4-dihydroquinol-4-one-3-carboxylic acid derivatives and intermediates therefor",1992-04-07,"Apr 7, 1992",1396.0,1.0,33,8,0,14,4,7415.0
966,5104868,https://www.google.com/patents/US5104868,"Tricyclic derivatives of 7-substituted-6-fluoro-1,4-dihydroquinol-4-one-3-carboxylic acids and esters",1992-04-14,"Apr 14, 1992",1397.0,1.0,32,8,2,32,7,7415.0
967,5104874,https://www.google.com/patents/US5104874,Benzoquinone antiallergy and antinflammatory agents,1992-04-14,"Apr 14, 1992",1398.0,3.0,1,14,1,68,6,7415.0
968,5106614,https://www.google.com/patents/US5106614,Bone cement for sustained release of substances,1992-04-21,"Apr 21, 1992",1399.0,4.0,6,11,21,15,9,7415.0
969,5108432,https://www.google.com/patents/US5108432,Porous fixation surface,1992-04-28,"Apr 28, 1992",1400.0,1.0,19,0,100,37,9,7415.0
970,5108435,https://www.google.com/patents/US5108435,Cast bone ingrowth surface,1992-04-28,"Apr 28, 1992",1401.0,2.0,20,6,70,18,10,7415.0
971,5108437,https://www.google.com/patents/US5108437,Modular prosthesis,1992-04-28,"Apr 28, 1992",1402.0,1.0,22,0,113,25,5,7415.0
972,5108445,https://www.google.com/patents/US5108445,Prosthetic bearing assembly,1992-04-28,"Apr 28, 1992",1403.0,1.0,12,0,27,35,5,7415.0
973,5108756,https://www.google.com/patents/US5108756,Dispensing devices powered by lyotropic liquid crystals,1992-04-28,"Apr 28, 1992",1404.0,1.0,49,10,20,12,3,7415.0
974,5112746,https://www.google.com/patents/US5112746,Method for making antiparasitic agents,1992-05-12,"May 12, 1992",1405.0,3.0,12,9,1,30,4,7415.0
975,5114618,https://www.google.com/patents/US5114618,Oxygen removal with keto-gluconates,1992-05-19,"May 19, 1992",1406.0,2.0,15,0,1,16,7,7415.0
976,5114952,https://www.google.com/patents/US5114952,Isoquinolinylsulfonamides as anti-arrhythmic agents,1992-05-19,"May 19, 1992",1407.0,3.0,2,0,4,58,3,7415.0
977,5116329,https://www.google.com/patents/US5116329,Medical laser interconnect system,1992-05-26,"May 26, 1992",1408.0,4.0,35,0,17,12,13,7415.0
978,5116338,https://www.google.com/patents/US5116338,Apparatus for knee prosthesis,1992-05-26,"May 26, 1992",1409.0,3.0,3,0,145,25,9,7415.0
979,5116844,https://www.google.com/patents/US5116844,Triazole antifungal agents,1992-05-26,"May 26, 1992",1410.0,2.0,2,0,15,52,4,7415.0
980,5116854,https://www.google.com/patents/US5116854,Anti-inflammatory 1-heteroaryl-3-acyl-2-oxindoles,1992-05-26,"May 26, 1992",1411.0,1.0,2,0,33,29,3,7415.0
981,5118703,https://www.google.com/patents/US5118703,Prodrugs of antiinflammatory 3-acyl-2-oxindole-1-carboxamides,1992-06-02,"Jun 2, 1992",1412.0,2.0,11,4,7,22,4,7415.0
982,5120728,https://www.google.com/patents/US5120728,Cephalosporin compounds,1992-06-09,"Jun 9, 1992",1413.0,1.0,4,0,1,10,7,7415.0
983,5120747,https://www.google.com/patents/US5120747,Platelet activating factor antagonists,1992-06-09,"Jun 9, 1992",1414.0,4.0,5,2,0,48,3,7415.0
984,5120754,https://www.google.com/patents/US5120754,Thiazolidinedione hypoglycemic agents,1992-06-09,"Jun 9, 1992",1415.0,5.0,5,4,47,20,3,7415.0
985,5122134,https://www.google.com/patents/US5122134,Surgical reamer,1992-06-16,"Jun 16, 1992",1416.0,2.0,13,7,176,20,9,7415.0
986,5122146,https://www.google.com/patents/US5122146,Apparatus for reducing a fracture,1992-06-16,"Jun 16, 1992",1417.0,3.0,11,0,130,22,11,7415.0
987,5122525,https://www.google.com/patents/US5122525,Bis-aza-bicyclic anxiolytic agents,1992-06-16,"Jun 16, 1992",1418.0,2.0,3,0,17,20,5,7415.0
988,5122534,https://www.google.com/patents/US5122534,"Use of tenidap to reduce total serum cholesterol, ldl cholesterol and triglycerides",1992-06-16,"Jun 16, 1992",1419.0,2.0,6,12,27,9,5,7415.0
989,5122596,https://www.google.com/patents/US5122596,Polypeptides useful as blockers of calcium channels,1992-06-16,"Jun 16, 1992",1420.0,3.0,2,49,15,29,5,7415.0
990,5124346,https://www.google.com/patents/US5124346,Synergistic combinations in the treatment of anxiety,1992-06-23,"Jun 23, 1992",1421.0,1.0,0,6,3,20,5,7415.0
991,5126011,https://www.google.com/patents/US5126011,Process for the preparation of high purity calcium titanate hydrates and product produced thereby,1992-06-30,"Jun 30, 1992",1422.0,2.0,4,0,0,12,4,7415.0
992,5128352,https://www.google.com/patents/US5128352,Anti-inflammatory 1-heteroaryl-oxindole-3-carboxamides,1992-07-07,"Jul 7, 1992",1423.0,1.0,1,0,1,30,3,7415.0
993,5128358,https://www.google.com/patents/US5128358,Aryl substituted nitrogen heterocyclic antidepressants,1992-07-07,"Jul 7, 1992",1424.0,2.0,2,0,67,47,3,7415.0
994,5130334,https://www.google.com/patents/US5130334,Indane sulfonamide anti-arrhythmic agents,1992-07-14,"Jul 14, 1992",1425.0,2.0,10,0,2,25,5,7415.0
995,5130338,https://www.google.com/patents/US5130338,Method of treating chemical dependencies using sertraline,1992-07-14,"Jul 14, 1992",1426.0,4.0,1,2,20,6,4,7415.0
996,5130379,https://www.google.com/patents/US5130379,Hypoglycemic thiazolidinedione derivatives,1992-07-14,"Jul 14, 1992",1427.0,3.0,9,4,20,22,3,7415.0
997,5132300,https://www.google.com/patents/US5132300,Beta-lactam elastase inhibitors,1992-07-21,"Jul 21, 1992",1428.0,3.0,2,0,6,22,4,7415.0
998,5134225,https://www.google.com/patents/US5134225,Processes and intermediates for N-(S-3-alkyl-heptanoyl)-D-gamma-glutamyl-D-alanine,1992-07-28,"Jul 28, 1992",1429.0,1.0,7,26,0,8,6,7415.0
999,5136020,https://www.google.com/patents/US5136020,"Crystalline n-(s-3-methylheptanoyl)-D-gamma-glutamyl-glycyl-D-alanine, and processes and intermediates therefor",1992-08-04,"Aug 4, 1992",1430.0,1.0,7,13,2,6,6,7415.0
1000,5138060,https://www.google.com/patents/US5138060,Process and intermediates for preparing azabicyclo(2.2.2)octan-3-imines,1992-08-11,"Aug 11, 1992",1431.0,2.0,4,0,8,10,4,7415.0
