,patent_no,url,title,issue_date,date,num_inventor,num_pc,num_npc,num_rb,num_class,num_le
2072,5939382,https://www.google.com/patents/US5939382,Reducing agent for reductive alkylation of glycopeptide antibiotics,8/17/99,17-Aug-99,2,5,16,0,9,6
2073,5939387,https://www.google.com/patents/US5939387,Method of treating insulin resistance,8/17/99,17-Aug-99,4,5,52,10,12,4
2074,5939443,https://www.google.com/patents/US5939443,Selective ‘_3 adrenergic agonists,8/17/99,17-Aug-99,9,80,8,0,95,3
2075,5942387,https://www.google.com/patents/US5942387,Combinatorial process for preparing substituted thiophene libraries,8/24/99,24-Aug-99,1,2,4,68,35,4
2076,5942530,https://www.google.com/patents/US5942530,Method for treating pain,8/24/99,24-Aug-99,2,10,2,64,37,4
2077,5942536,https://www.google.com/patents/US5942536,N- 2-substituted-3-(2-aminoethyl)-1H-indol-5-YL!-Amides: new 5-HT1F agonists,8/24/99,24-Aug-99,5,20,4,12,50,5
2078,5945320,https://www.google.com/patents/US5945320,Platenolide synthase gene,8/31/99,31-Aug-99,6,9,62,32,21,4
2079,5945324,https://www.google.com/patents/US5945324,Multiple drug resistance gene ATRC of aspergillus nidulans,8/31/99,31-Aug-99,4,4,6,1,23,5
2080,5945416,https://www.google.com/patents/US5945416,Method for treating pain,8/31/99,31-Aug-99,2,2,0,89,13,7
2081,5945547,https://www.google.com/patents/US5945547,"Imtermediate in process to make 2', 2'-difluoronucleosides",8/31/99,31-Aug-99,2,10,2,39,15,5
2082,5948645,https://www.google.com/patents/US5948645,Biosynthetic gene muri from Streptococcus pneumoniae,9/7/99,7-Sep-99,9,1,24,0,15,4
2083,5948795,https://www.google.com/patents/US5948795,"Benzothiopene compounds, and uses and formulations thereof",9/7/99,7-Sep-99,4,16,6,11,21,5
2084,5948796,https://www.google.com/patents/US5948796,"Benzo B!thiophene compounds, intermediates, formulations, and methods",9/7/99,7-Sep-99,3,19,18,4,22,6
2085,5948907,https://www.google.com/patents/US5948907,Synthesis of bisindolylmaleimides,9/7/99,7-Sep-99,3,6,2,3,11,3
2086,5952297,https://www.google.com/patents/US5952297,Monomeric insulin analog formulations,9/14/99,14-Sep-99,2,21,54,56,10,4
2087,5952310,https://www.google.com/patents/US5952310,Glycopeptide hexapeptides,9/14/99,14-Sep-99,2,8,26,10,13,6
2088,5952350,https://www.google.com/patents/US5952350,"Naphthyl compounds and compositions, as estrogen receptor binding agents",9/14/99,14-Sep-99,2,17,10,9,27,6
2089,5952360,https://www.google.com/patents/US5952360,Method for treating neuropathic pain,9/14/99,14-Sep-99,2,10,2,8,37,4
2090,5952364,https://www.google.com/patents/US5952364,Methods for inhibiting smooth muscle cell proliferation,9/14/99,14-Sep-99,2,14,10,6,28,3
2091,5952466,https://www.google.com/patents/US5952466,Reductive alkylation of glycopeptide antibiotics,9/14/99,14-Sep-99,4,5,21,26,10,4
2092,5952513,https://www.google.com/patents/US5952513,Benzo b! thiophene compounds,9/14/99,14-Sep-99,1,25,6,1,17,4
2093,5955608,https://www.google.com/patents/US5955608,Process for preparing benzoic acid derivative intermediates and benzothiophene pharmaceutical agents,9/21/99,21-Sep-99,1,4,6,0,21,3
2094,D414271,https://www.google.com/patents/USD414271,Reaction vessel for combining chemicals,9/21/99,21-Sep-99,1,0,2,21,3,0
2095,5958429,https://www.google.com/patents/US5958429,Potentiation of serotonin response,9/28/99,28-Sep-99,1,6,12,44,12,4
2096,5958730,https://www.google.com/patents/US5958730,Streptococcus pneumoniae gene sequence FtsY,9/28/99,28-Sep-99,6,0,10,3,29,4
2097,5958916,https://www.google.com/patents/US5958916,"Dihydronaphthalene and naphthalene compounds, intermediates, formulations, and methods",9/28/99,28-Sep-99,3,15,6,15,45,6
2098,5958917,https://www.google.com/patents/US5958917,"Benzofluorene compounds, intermediates, compositions, and methods",9/28/99,28-Sep-99,3,14,6,2,33,6
2099,5958921,https://www.google.com/patents/US5958921,Method for treating depression with olanzapine,9/28/99,28-Sep-99,1,2,0,7,12,5
2100,5958960,https://www.google.com/patents/US5958960,Excitatory amino acid receptor modulators,9/28/99,28-Sep-99,3,8,12,44,49,4
2101,5958969,https://www.google.com/patents/US5958969,"Benzo b!thiophene compounds, intermediates, formulations, and methods",9/28/99,28-Sep-99,3,21,16,4,26,6
2102,5959103,https://www.google.com/patents/US5959103,"Naphthofluorene compounds, intermediates, compositions, and methods",9/28/99,28-Sep-99,4,23,6,0,24,4
2103,5959121,https://www.google.com/patents/US5959121,Process for preparing 3-substituted indazoles,9/28/99,28-Sep-99,1,1,26,0,5,4
2104,5962446,https://www.google.com/patents/US5962446,Therapetutic treatment for human T cell lymphotrophic virus type 1 infection,10/5/99,5-Oct-99,3,12,33,0,19,4
2105,5962473,https://www.google.com/patents/US5962473,Methods of treating or ameliorating the symptoms of common cold or allergic rhinitis with serotonin 5-HT1F,10/5/99,5-Oct-99,2,1,5,16,77,5
2106,5962474,https://www.google.com/patents/US5962474,"5-substituted-3-(1,2,3,6-tetrahydropyridin-4-yl)-and 3-(piperidin-4-yl)-1h-indoles: 5-HT1F agonists",10/5/99,5-Oct-99,12,28,16,14,33,4
2107,5962475,https://www.google.com/patents/US5962475,Substituted benzo(B)thiophene compounds having activity as selective estrogen receptor modulators,10/5/99,5-Oct-99,3,11,4,12,15,6
2108,5962497,https://www.google.com/patents/US5962497,"Methods for lowering serum cholesterol and inhibiting smooth muscle cell proliferation, restenosis, endometriosis, and uterine fibroid disease",10/5/99,5-Oct-99,2,14,21,1,29,3
2109,5962698,https://www.google.com/patents/US5962698,"Benzothiophene compounds, and uses and formulations thereof",10/5/99,5-Oct-99,4,18,2,11,16,4
2110,5965521,https://www.google.com/patents/US5965521,Pulsatile delivery of leptin receptor ligands,10/12/99,12-Oct-99,3,6,35,7,13,3
2111,5965525,https://www.google.com/patents/US5965525,Cyclic peptide antifungal agents,10/12/99,12-Oct-99,5,20,0,37,8,7
2112,5969136,https://www.google.com/patents/US5969136,Cyclization for preparing antifolate compounds,10/19/99,19-Oct-99,2,4,14,0,10,4
2113,5969142,https://www.google.com/patents/US5969142,"Benzothiophene compounds, intermediates, compositions and methods",10/19/99,19-Oct-99,2,35,32,0,29,6
2114,5969157,https://www.google.com/patents/US5969157,Process for the synthesis of benzothiophenes,10/19/99,19-Oct-99,1,18,8,12,8,5
2115,5972383,https://www.google.com/patents/US5972383,Solid orally administerable raloxifene hydrochloride pharmaceutical formulation,10/26/99,26-Oct-99,5,6,4,50,21,3
2116,5972675,https://www.google.com/patents/US5972675,Protein kinase which specifically phosphorylates BRCA-1,10/26/99,26-Oct-99,4,0,22,3,6,2
2117,5972888,https://www.google.com/patents/US5972888,Methods of treating nueropeptide Y-associated conditions,10/26/99,26-Oct-99,4,4,2,7,24,3
2118,5972932,https://www.google.com/patents/US5972932,Anesthetic method and composition,10/26/99,26-Oct-99,2,4,3,6,12,5
2119,5972972,https://www.google.com/patents/US5972972,Pyrazoles as human non-pancreatic secretory phospholipase A2 inhibitors,10/26/99,26-Oct-99,5,1,11,15,31,5
2120,5972988,https://www.google.com/patents/US5972988,Method for treatment of chronic bronchitis using indole compounds,10/26/99,26-Oct-99,1,1,0,9,8,4
2121,5976866,https://www.google.com/patents/US5976866,Screen for inhibitors of fungal IPC synthase,11/2/99,2-Nov-99,3,2,14,5,16,4
2122,5977062,https://www.google.com/patents/US5977062,Glycopeptide antibiotic derivatives,11/2/99,2-Nov-99,10,22,24,19,14,4
2123,5977063,https://www.google.com/patents/US5977063,Alkylated hexapeptides,11/2/99,2-Nov-99,2,7,24,16,12,8
2124,5977071,https://www.google.com/patents/US5977071,"Glucagon-like insulinotropic peptides, compositions and methods",11/2/99,2-Nov-99,2,10,42,93,28,3
2125,5977093,https://www.google.com/patents/US5977093,"Benzothiophene compounds, intermediates, compositions, and methods",11/2/99,2-Nov-99,1,23,28,2,34,7
2126,5977098,https://www.google.com/patents/US5977098,"Benzo[B]thiophene compounds, intermediates, processes, compositions, and methods",11/2/99,2-Nov-99,1,26,6,1,27,7
2127,5977121,https://www.google.com/patents/US5977121,Use of moxonidine for the treatment of atherosclerosis,11/2/99,2-Nov-99,1,11,50,0,7,4
2128,5977154,https://www.google.com/patents/US5977154,Selective ‘_3 adrenergic agonist,11/2/99,2-Nov-99,6,62,0,42,100,4
2129,5977157,https://www.google.com/patents/US5977157,Methods for inhibiting endometriosis,11/2/99,2-Nov-99,2,14,21,0,28,3
2130,5977382,https://www.google.com/patents/US5977382,"Benzo[b]thiophene compounds, intermediates, processes, compositions, and methods",11/2/99,2-Nov-99,1,25,6,0,18,5
2131,5977383,https://www.google.com/patents/US5977383,Process for the synthesis of benzothiophenes,11/2/99,2-Nov-99,2,19,16,4,5,5
2132,5977387,https://www.google.com/patents/US5977387,Process for preparing pharmaceutical compounds,11/2/99,2-Nov-99,1,0,2,2,26,6
2133,5980938,https://www.google.com/patents/US5980938,Effect of compounds that suppress induction of plasminogen activator inhibitor 1 (PAI-1),11/9/99,9-Nov-99,4,5,18,12,23,6
2134,5981281,https://www.google.com/patents/US5981281,Method for knockout mutagenesis in Streptococcus pneumoniae,11/9/99,9-Nov-99,4,1,8,4,28,4
2135,5981523,https://www.google.com/patents/US5981523,Compounds and methods for treating multiple sclerosis,11/9/99,9-Nov-99,2,6,5,4,7,4
2136,5981570,https://www.google.com/patents/US5981570,"Benzothiophene compounds, compositions, and methods",11/9/99,9-Nov-99,3,18,6,4,36,7
2137,5981765,https://www.google.com/patents/US5981765,"Benzothiophene compounds, intermediates, compositions, and methods",11/9/99,9-Nov-99,2,33,25,1,27,6
2138,5985322,https://www.google.com/patents/US5985322,Method for the treatment of CNS disorders,11/16/99,16-Nov-99,4,14,36,20,28,6
2139,5985865,https://www.google.com/patents/US5985865,Methods of increasing sphincter competence,11/16/99,16-Nov-99,1,4,8,1,13,4
2140,5985898,https://www.google.com/patents/US5985898,"Benzothiophene compounds, intermediates, compositions, and methods",11/16/99,16-Nov-99,1,35,30,2,29,6
2141,5986106,https://www.google.com/patents/US5986106,Process for preparing 4-substituted-1H-indole-3-glyoxamides,11/16/99,16-Nov-99,3,4,68,2,15,5
2142,5986109,https://www.google.com/patents/US5986109,"Benzothiophene compounds, intermediates, compositions, and methods",11/16/99,16-Nov-99,2,35,26,1,27,7
2143,5986114,https://www.google.com/patents/US5986114,Benzopyranol derivatives,11/16/99,16-Nov-99,2,9,36,0,22,5
2144,5990129,https://www.google.com/patents/US5990129,Methods for regulating trkA expression,11/23/99,23-Nov-99,2,22,52,6,21,6
2145,5990308,https://www.google.com/patents/US5990308,Intermediates in the preparation of substituted alkenoic acids,11/23/99,23-Nov-99,2,11,38,0,7,3
2146,5990319,https://www.google.com/patents/US5990319,Synthesis of bisindolylmaleimides,11/23/99,23-Nov-99,3,4,2,0,11,4
2147,5994297,https://www.google.com/patents/US5994297,Therapy for Staphylococcus aureus,11/30/99,30-Nov-99,3,1,20,0,8,6
2148,5994370,https://www.google.com/patents/US5994370,Indene compounds having activity as SERMS,11/30/99,30-Nov-99,3,19,6,1,28,6
2149,5994371,https://www.google.com/patents/US5994371,Carbamate derivatives of 3-aroylbenzo[b] thiophenes,11/30/99,30-Nov-99,3,6,46,8,16,4
2150,5994547,https://www.google.com/patents/US5994547,Process for preparing benzo[b]thiophenes,11/30/99,30-Nov-99,2,22,16,2,17,4
2151,5998401,https://www.google.com/patents/US5998401,"Naphthyl compounds, intermediates, compositions, and methods",12/7/99,7-Dec-99,1,20,12,12,56,7
2152,5998404,https://www.google.com/patents/US5998404,Heterocyclic compounds and their use,12/7/99,7-Dec-99,2,22,21,10,50,8
2153,5998434,https://www.google.com/patents/US5998434,Composition for treating pain,12/7/99,7-Dec-99,2,6,0,77,41,5
2154,5998441,https://www.google.com/patents/US5998441,"Benzothiophene compounds, intermediates, compositions, and methods",12/7/99,7-Dec-99,1,23,31,7,26,7
2155,5998442,https://www.google.com/patents/US5998442,"Benzo [B] thiophene compounds, and compositions for treating bone loss, and hyperlipidemia",12/7/99,7-Dec-99,3,18,10,3,32,7
2156,5998443,https://www.google.com/patents/US5998443,Phosphorous containing benzothiophenes for treating estrogen deficiency,12/7/99,7-Dec-99,3,5,14,2,38,6
2157,5998454,https://www.google.com/patents/US5998454,Leukotriene antagonists useful for treating iritis,12/7/99,7-Dec-99,3,1,2,11,19,6
2158,5998581,https://www.google.com/patents/US5998581,Reductive alkylation of glycopeptide antibiotics,12/7/99,7-Dec-99,4,6,21,29,10,4
2159,5998622,https://www.google.com/patents/US5998622,5-HT1F agonists intermediates,12/7/99,7-Dec-99,4,9,0,0,20,5
2160,5998630,https://www.google.com/patents/US5998630,Carbodiimide coupling reagent,12/7/99,7-Dec-99,5,7,0,5,47,3
2161,6001089,https://www.google.com/patents/US6001089,Multiple dose medication dispensing method,12/14/99,14-Dec-99,3,28,0,72,21,3
2162,6001359,https://www.google.com/patents/US6001359,Diagnosis of colon carcinoma using monoclonal antibodies to human influx peptide transporter,12/14/99,14-Dec-99,4,3,63,4,10,3
2163,6001810,https://www.google.com/patents/US6001810,Methods for treating retroviral infection,12/14/99,14-Dec-99,2,6,48,2,14,4
2164,6001837,https://www.google.com/patents/US6001837,Methods of treating or preventing sleep apnea,12/14/99,14-Dec-99,2,1,0,2,18,5
2165,6001994,https://www.google.com/patents/US6001994,Process for making gemcitabine hydrochloride,12/14/99,14-Dec-99,1,7,72,30,20,2
2166,6001996,https://www.google.com/patents/US6001996,Complexes of cephalosporins and carbacephalosporins with parabens,12/14/99,14-Dec-99,4,10,2,9,8,5
2167,6004971,https://www.google.com/patents/US6004971,"Pentacyclic compounds, intermediates, processes, compositions, and methods",12/21/99,21-Dec-99,1,7,10,5,43,5
2168,6005142,https://www.google.com/patents/US6005142,Process for preparing benzyl-substituted rhodanine derivatives,12/21/99,21-Dec-99,3,9,6,0,8,4
2169,6006753,https://www.google.com/patents/US6006753,Use of GLP-1 or analogs to abolish catabolic changes after surgery,12/28/99,28-Dec-99,1,7,71,208,18,5
2170,6008041,https://www.google.com/patents/US6008041,Bovine dipeptidylaminopeptidase 1,12/28/99,28-Dec-99,3,0,4,3,12,4
2171,6008199,https://www.google.com/patents/US6008199,Methods for treating hypercoagulable states or acquired protein C deficiency,12/28/99,28-Dec-99,3,11,126,49,41,4
2172,6008216,https://www.google.com/patents/US6008216,Process for preparing 2-methyl-thieno-benzodiazepine,12/28/99,28-Dec-99,3,2,2,30,10,3
2173,6008232,https://www.google.com/patents/US6008232,Methods for preventing headaches,12/28/99,28-Dec-99,1,21,41,5,12,5
2174,6008367,https://www.google.com/patents/US6008367,Intermediate for synthesis of anticoagulant agents,12/28/99,28-Dec-99,3,9,4,2,36,4
2175,6008377,https://www.google.com/patents/US6008377,Synthesis of 3-[4-(2-aminoethoxy)-benzoyl]-2-aryl-6-hydroxy-benzo[B]thiophenes,12/28/99,28-Dec-99,2,18,23,2,9,4
2176,6008412,https://www.google.com/patents/US6008412,Process to make chiral compounds,12/28/99,28-Dec-99,1,5,2,13,15,6
2177,6011057,https://www.google.com/patents/US6011057,Methods for inhibiting uterine fibroid disease,1/4/00,4-Jan-00,2,14,16,2,29,3
2178,6013674,https://www.google.com/patents/US6013674,Cell adhesion inhibitors,1/11/00,11-Jan-00,5,14,14,9,28,6
2179,6013828,https://www.google.com/patents/US6013828,Processes and intermediates useful to make antifolates,1/11/00,11-Jan-00,3,6,26,7,24,4
2180,6015807,https://www.google.com/patents/US6015807,Protein kinase C inhibitor,1/18/00,18-Jan-00,7,5,16,23,15,3
2181,6017697,https://www.google.com/patents/US6017697,Excitatory amino acid receptor protein and related nucleic acid compounds,1/25/00,25-Jan-00,5,3,6,6,16,4
2182,6017914,https://www.google.com/patents/US6017914,"Benzo[b]thiophene compounds, intermediates, formulations, and methods",1/25/00,25-Jan-00,3,20,10,3,13,6
2183,6017930,https://www.google.com/patents/US6017930,Methods of treating or preventing interstitial cystitis,1/25/00,25-Jan-00,3,0,2,1,12,5
2184,6018056,https://www.google.com/patents/US6018056,Intermediates and processes for preparing benzo (b) thiophenes,1/25/00,25-Jan-00,2,21,16,4,11,4
2185,6020362,https://www.google.com/patents/US6020362,Glycoprotein IIB IIIA antagonists,2/1/00,1-Feb-00,16,27,16,6,72,3
2186,6020487,https://www.google.com/patents/US6020487,Intermediates and process for preparing olanzapine,2/1/00,1-Feb-00,5,9,2,19,5,4
2187,6020512,https://www.google.com/patents/US6020512,Process and novel intermediates,2/1/00,1-Feb-00,8,1,2,2,14,5
2188,6020513,https://www.google.com/patents/US6020513,"Dihydronaphthalene and naphthalene compounds, intermediates, formulations, and methods",2/1/00,1-Feb-00,3,16,6,6,41,5
2189,6021213,https://www.google.com/patents/US6021213,Automatic contextual segmentation for imaging bones for osteoporosis therapies,2/1/00,1-Feb-00,4,6,0,48,11,4
2190,6022684,https://www.google.com/patents/US6022684,Fungal IPC synthase assay,2/8/00,8-Feb-00,3,2,18,3,14,5
2191,6022980,https://www.google.com/patents/US6022980,Preparation of 4-halo and 6-halomelatonins,2/8/00,8-Feb-00,1,3,0,0,7,6
2192,6025173,https://www.google.com/patents/US6025173,Glycosyltransferase gene gtfB from Amycolatopsis orientalis,2/15/00,15-Feb-00,2,0,6,2,12,5
2193,6025174,https://www.google.com/patents/US6025174,Glycosyltransferase gene GFTD from amycolatopsis orientalis,2/15/00,15-Feb-00,2,0,6,2,7,5
2194,6025178,https://www.google.com/patents/US6025178,Human phospholipase A2 and related nucleic acid compounds,2/15/00,15-Feb-00,5,1,0,9,13,5
2195,6025359,https://www.google.com/patents/US6025359,Drug resistance and multidrug resistance modulators,2/15/00,15-Feb-00,2,8,18,1,9,5
2196,6025373,https://www.google.com/patents/US6025373,Methods for reducing fibrinogen,2/15/00,15-Feb-00,1,17,66,0,14,5
2197,6025379,https://www.google.com/patents/US6025379,Methods of treating or preventing interstitial cystitis,2/15/00,15-Feb-00,3,1,2,9,45,5
2198,6025381,https://www.google.com/patents/US6025381,"Methods for lowering serum cholesterol and inhibiting smooth muscle cell proliferation, restenosis, endometriosis, and uterine fibroid disease",2/15/00,15-Feb-00,2,16,20,0,29,3
2199,6025382,https://www.google.com/patents/US6025382,Antithrombotic diamines,2/15/00,15-Feb-00,19,10,4,13,88,6
2200,6025495,https://www.google.com/patents/US6025495,Regioselective alkylation process for preparing substituted benzo[b]thiophenes,2/15/00,15-Feb-00,3,21,14,0,8,4
2201,6027911,https://www.google.com/patents/US6027911,Bovine dipeptidylaminopeptidase 1,2/22/00,22-Feb-00,3,1,8,0,10,3
2202,6027928,https://www.google.com/patents/US6027928,Glycosyltransferase gene gtfC from Amycolatopsis orientalis,2/22/00,22-Feb-00,2,0,6,2,7,5
2203,6028070,https://www.google.com/patents/US6028070,Treatment of oppositional defiant disorder,2/22/00,22-Feb-00,1,6,10,62,37,6
2204,6030966,https://www.google.com/patents/US6030966,Heterocyclic compound and their use,2/29/00,29-Feb-00,2,19,21,0,44,6
2205,6030986,https://www.google.com/patents/US6030986,"Benzothiophene compounds, intermediates, compositions, and methods",2/29/00,29-Feb-00,1,42,26,3,29,5
2206,6030992,https://www.google.com/patents/US6030992,Methods of treating or preventing sleep apnea,2/29/00,29-Feb-00,2,2,0,21,12,5
2207,6031095,https://www.google.com/patents/US6031095,Intermediates in the preparation of substituted alkenoic acids,2/29/00,29-Feb-00,2,11,38,0,7,3
2208,6034054,https://www.google.com/patents/US6034054,Stable insulin formulations,3/7/00,7-Mar-00,5,15,10,108,24,4
2209,6034070,https://www.google.com/patents/US6034070,Treatment of viral disease in swine,3/7/00,7-Mar-00,1,2,0,17,11,4
2210,6034078,https://www.google.com/patents/US6034078,Thienobenzodiazepine compounds,3/7/00,7-Mar-00,4,10,19,9,5,5
2211,6034104,https://www.google.com/patents/US6034104,Anticoagulant agents,3/7/00,7-Mar-00,3,33,22,27,43,4
2212,6034108,https://www.google.com/patents/US6034108,Method for treating mental retardation,3/7/00,7-Mar-00,2,15,6,4,4,4
2213,6037322,https://www.google.com/patents/US6037322,Methods for treating vascular disorders using activated protein C,3/14/00,14-Mar-00,3,3,10,34,29,4
2214,6037348,https://www.google.com/patents/US6037348,Inhibition of viral replication,3/14/00,14-Mar-00,7,0,24,27,28,4
2215,6037447,https://www.google.com/patents/US6037447,Glycopeptide compounds,3/14/00,14-Mar-00,2,1,5,7,8,7
2216,6037475,https://www.google.com/patents/US6037475,Synthesis of indolymaleimides,3/14/00,14-Mar-00,5,18,38,11,18,3
2217,6040442,https://www.google.com/patents/US6040442,"Process for preparing 1,2,5-thiadiazole containing ethers",3/21/00,21-Mar-00,2,5,8,3,33,4
2218,6043258,https://www.google.com/patents/US6043258,Method for treating disruptive behavior disorders with xanomeline,3/28/00,28-Mar-00,2,15,6,3,4,5
2219,6043341,https://www.google.com/patents/US6043341,Cyclic peptide antifungal agents,3/28/00,28-Mar-00,6,4,2,20,20,7
2220,6043360,https://www.google.com/patents/US6043360,Intermediates and a process for preparing benzo[B]thiophenes,3/28/00,28-Mar-00,2,27,29,0,26,5
2221,6046193,https://www.google.com/patents/US6046193,Treatment of attention-deficit/hyperactivity disorder,4/4/00,4-Apr-00,1,7,11,30,8,6
2222,6046215,https://www.google.com/patents/US6046215,Inhibition of serotonin reuptake,4/4/00,4-Apr-00,6,19,7,3,35,3
2223,6046227,https://www.google.com/patents/US6046227,Selective ‘_3 adrenergic agonists,4/4/00,4-Apr-00,3,87,12,3,42,6
2224,6051551,https://www.google.com/patents/US6051551,Method for administering acylated insulin,4/18/00,18-Apr-00,2,18,44,106,16,6
2225,6054448,https://www.google.com/patents/US6054448,2-amino-2-(3-substituted cyclobutyl) acetic acid derivatives,4/25/00,25-Apr-00,2,4,2,14,50,4
2226,6057130,https://www.google.com/patents/US6057130,Method of using eukaryotic expression vectors comprising the BK virus enhancer,5/2/00,2-May-00,1,12,88,2,29,4
2227,6057440,https://www.google.com/patents/US6057440,Process for preparing bis-indoly macrocycles,5/2/00,2-May-00,6,25,50,2,41,5
2228,6060264,https://www.google.com/patents/US6060264,Multiple drug resistance gene atrc of Aspergillus nidulans,5/9/00,9-May-00,4,2,0,1,18,3
2229,6060282,https://www.google.com/patents/US6060282,Streptococcus pneumoniae gene sequence Dpj,5/9/00,9-May-00,3,0,21,1,38,4
2230,6060484,https://www.google.com/patents/US6060484,Anti-viral method,5/9/00,9-May-00,4,28,55,11,72,4
2231,6060488,https://www.google.com/patents/US6060488,Benzothiophenes for treating estrogen deficiency,5/9/00,9-May-00,2,18,12,7,17,5
2232,6060492,https://www.google.com/patents/US6060492,Selective ‘_3 adrenergic agonists,5/9/00,9-May-00,8,76,8,1,95,5
2233,6063771,https://www.google.com/patents/US6063771,Formulations for controlling human lice,5/16/00,16-May-00,1,8,6,47,25,7
2234,6063799,https://www.google.com/patents/US6063799,Alternate crystal form of Tazofelone,5/16/00,16-May-00,3,9,8,0,8,5
2235,6066639,https://www.google.com/patents/US6066639,"5,6,7,8-tetrahydropyrido[2,3-D]pyrimidines",5/23/00,23-May-00,4,6,0,0,10,6
2236,6066643,https://www.google.com/patents/US6066643,Potentiation of pharmaceuticals,5/23/00,23-May-00,1,3,22,74,19,3
2237,6069152,https://www.google.com/patents/US6069152,5-HT4 agonists and antagonists,5/30/00,30-May-00,3,14,7,23,25,4
2238,6069159,https://www.google.com/patents/US6069159,Heterocyclic compounds,5/30/00,30-May-00,3,2,0,0,5,4
2239,6069238,https://www.google.com/patents/US6069238,Spirocyclic C-glycosides,5/30/00,30-May-00,4,0,2,28,13,4
2240,6069247,https://www.google.com/patents/US6069247,Process for preparing substituted acrylamides by reaction of propiolamides and aromatic rings,5/30/00,30-May-00,2,12,10,2,44,3
2241,6071514,https://www.google.com/patents/US6071514,Methods for treating thrombotic disorders,6/6/00,6-Jun-00,2,10,27,90,19,4
2242,6071724,https://www.google.com/patents/US6071724,Streptococcus pneumoniaegene sequence era,6/6/00,6-Jun-00,3,0,12,0,38,4
2243,6071900,https://www.google.com/patents/US6071900,Heterocyclic compounds and their use,6/6/00,6-Jun-00,2,19,38,0,38,4
2244,6071902,https://www.google.com/patents/US6071902,Method for treating excessive aggression,6/6/00,6-Jun-00,2,2,0,0,4,6
2245,D426299,https://www.google.com/patents/USD426299,Medication delivery instrument,6/6/00,6-Jun-00,2,0,0,1,2,0
2246,6074847,https://www.google.com/patents/US6074847,Streptococcus pneumoniae gene sequence HI1146,6/13/00,13-Jun-00,4,0,10,0,38,4
2247,6075039,https://www.google.com/patents/US6075039,5HT receptor binding benzimidazolylpiperidines,6/13/00,13-Jun-00,4,9,7,2,14,5
2248,6075040,https://www.google.com/patents/US6075040,Selective ‘_3 adrenergic agonists,6/13/00,13-Jun-00,10,76,8,1,49,5
2249,6075146,https://www.google.com/patents/US6075146,Process for preparing benzoic acid derivative intermediates and benzothiophene pharmaceuticals,6/13/00,13-Jun-00,1,25,21,2,21,3
2250,6075147,https://www.google.com/patents/US6075147,Carbamoyl substituted heterocycles,6/13/00,13-Jun-00,3,14,20,0,6,3
2251,6075151,https://www.google.com/patents/US6075151,"Benzothiophene compounds, intermediates, processes, compositions, and methods",6/13/00,13-Jun-00,3,15,10,9,21,4
2252,6077852,https://www.google.com/patents/US6077852,Treatment of central nervous system disorders with selective estrogen receptor modulators,6/20/00,20-Jun-00,4,42,30,6,28,6
2253,6080587,https://www.google.com/patents/US6080587,Method for preparing and selecting pharmaceutically useful sulfur-bridged bi- and triaromatic ring compounds from a structurally diverse universal library,6/27/00,27-Jun-00,2,1,0,4,27,4
2254,6080762,https://www.google.com/patents/US6080762,Pulmonary and nasal delivery of raloxifene,6/27/00,27-Jun-00,4,6,0,47,26,5
2255,6083986,https://www.google.com/patents/US6083986,Potassium channel inhibitors,7/4/00,4-Jul-00,9,29,42,36,38,5
2256,6086633,https://www.google.com/patents/US6086633,Method for preserving animal hides,7/11/00,11-Jul-00,2,10,1,5,18,6
2257,6087143,https://www.google.com/patents/US6087143,Glycosyltransferase gene gtfA from Amycolatopsis orientalis,7/11/00,11-Jul-00,2,0,6,3,7,5
2258,6087154,https://www.google.com/patents/US6087154,Rhesus neuropeptide Y1 receptor,7/11/00,11-Jul-00,2,1,0,6,15,4
2259,6087374,https://www.google.com/patents/US6087374,Anti-viral compounds,7/11/00,11-Jul-00,3,14,0,6,6,4
2260,6087378,https://www.google.com/patents/US6087378,Pharmaceutical formulations and applications thereof for the treatment of estrogen deprivation syndrome,7/11/00,11-Jul-00,3,30,56,5,22,5
2261,6090168,https://www.google.com/patents/US6090168,Processes and intermediates useful to make antifolates,7/18/00,18-Jul-00,3,1,2,4,10,3
2262,6090787,https://www.google.com/patents/US6090787,Antithrombotic agents,7/18/00,18-Jul-00,3,42,86,7,48,5
2263,6090829,https://www.google.com/patents/US6090829,Method for treating excessive aggression,7/18/00,18-Jul-00,3,15,6,3,4,4
2264,6090843,https://www.google.com/patents/US6090843,Benzothiophenes compounds which have useful pharmaceutical activity,7/18/00,18-Jul-00,2,18,8,3,21,6
2265,6090850,https://www.google.com/patents/US6090850,Naphthyl glyoxamides as SPLA2 inhibitors,7/18/00,18-Jul-00,3,2,6,2,10,5
2266,6090945,https://www.google.com/patents/US6090945,Tetrahydro-beta-carbolines,7/18/00,18-Jul-00,2,3,75,5,28,3
2267,6090949,https://www.google.com/patents/US6090949,Processes for preparing benzothiophenes,7/18/00,18-Jul-00,4,21,14,0,8,4
2268,6093397,https://www.google.com/patents/US6093397,Amyloid precursor protein protease,7/25/00,25-Jul-00,3,0,6,2,13,7
2269,6093709,https://www.google.com/patents/US6093709,Therapeutic treatment for sexual dysfunctions,7/25/00,25-Jul-00,3,7,13,4,11,4
2270,6093735,https://www.google.com/patents/US6093735,Selective ‘_-3 adrenergic agonists,7/25/00,25-Jul-00,11,84,8,4,78,5
